flight_price,time,distance,days,hotel_price_per_day,gender,age,trip_gap_days,total_trip_cost,from_Brasilia (DF),from_Campo Grande (MS),from_Florianopolis (SC),from_Natal (RN),from_Recife (PE),from_Sao Paulo (SP),to_Brasilia (DF),to_Campo Grande (MS),to_Florianopolis (SC),to_Natal (RN),to_Recife (PE),to_Rio de Janeiro (RJ),to_Salvador (BH),to_Sao Paulo (SP),flightType_firstClass,flightType_premium,agency_FlyingDrops,agency_Rainbow,place_Brasilia (DF),place_Campo Grande (MS),place_Florianopolis (SC),place_Natal (RN),place_Recife (PE),place_Rio de Janeiro (RJ),place_Salvador (BH),place_Sao Paulo (SP),company_Acme Factory,company_Monsters CYA,company_Umbrella LTDA,company_Wonka Company
1554.92,1.84,709.37,1,313.02,0,44,0,1867.94,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1174.97,2.1,808.85,2,313.02,0,44,0,1801.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
451.41,0.46,176.33,1,208.04,0,44,0,659.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1400.35,1.04,401.66,2,263.41,0,44,0,1927.17,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
660.25,0.65,250.68,3,60.39,0,44,0,841.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
697.51,1.43,550.69,2,247.62,0,44,0,1192.75,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
697.51,1.43,550.69,2,247.62,0,44,0,1192.75,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
660.25,0.65,250.68,3,60.39,0,44,0,841.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
835.21,1.44,555.74,1,312.83,0,44,0,1148.04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
752.27,1.02,392.76,1,139.1,0,44,0,891.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1554.92,1.84,709.37,3,313.02,0,44,0,2493.98,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
827.12,1.26,486.52,4,312.83,0,44,0,2078.44,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1088.87,1.44,555.74,4,312.83,0,44,0,2340.1899999999996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
852.18,2.1,808.85,1,313.02,1,60,0,1165.1999999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1314.05,1.55,595.03,1,165.99,1,60,0,1480.04,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
623.33,0.85,327.55,2,139.1,1,60,0,901.53,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
756.3,1.02,392.76,3,139.1,1,60,0,1173.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
846.03,0.86,331.89,3,165.99,1,60,0,1344.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1314.05,1.55,595.03,3,165.99,1,60,0,1812.02,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
719.91,0.85,327.55,1,242.88,1,60,0,962.79,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
964.83,2.16,830.86,3,263.41,1,60,0,1755.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
548.62,1.11,425.98,4,247.62,1,60,0,1539.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1533.42,1.26,486.52,2,312.83,1,60,0,2159.08,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
380.32,0.46,176.33,2,242.88,1,60,0,866.0799999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
908.17,1.46,562.14,3,313.02,1,60,0,1847.23,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
750.92,1.69,650.1,4,60.39,1,60,0,992.48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1464.89,1.26,486.52,1,312.83,1,60,0,1777.72,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
898.46,1.43,550.69,3,247.62,1,60,0,1641.3200000000002,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
869.13,2.1,808.85,4,313.02,1,60,0,2121.21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
774.57,1.55,595.03,4,165.99,1,60,0,1438.5300000000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
898.46,1.43,550.69,2,247.62,0,55,0,1393.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1102.93,1.55,595.03,1,165.99,1,44,0,1268.92,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
717.04,1.55,597.61,1,165.99,1,44,0,883.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
447.53,0.44,168.22,1,60.39,1,44,0,507.91999999999996,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
873.07,1.84,709.37,1,313.02,1,44,0,1186.0900000000001,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
427.25,0.46,176.33,2,242.88,1,44,0,913.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1174.97,2.1,808.85,2,313.02,1,44,0,1801.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1400.35,1.04,401.66,4,263.41,1,44,0,2453.99,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
730.43,1.02,392.76,4,139.1,1,44,0,1286.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1540.6,1.84,709.37,1,313.02,1,44,0,1853.62,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
301.61,0.46,176.33,1,208.04,1,44,0,509.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
742.94,0.67,257.81,3,247.62,1,44,0,1485.8000000000002,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1119.47,1.44,555.74,4,312.83,1,44,0,2370.79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1570.02,1.84,709.37,4,313.02,1,44,0,2822.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
602.49,1.44,555.74,2,312.83,1,44,0,1228.15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1718.28,1.46,562.14,3,313.02,1,44,0,2657.34,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
863.8,0.85,327.55,2,139.1,1,44,0,1142.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1286.63,1.43,550.69,1,247.62,1,44,0,1534.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1666.23,1.46,562.14,4,313.02,1,44,0,2918.31,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
602.12,0.67,257.81,2,247.62,1,44,0,1097.3600000000001,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
743.6,1.04,401.66,3,263.41,1,44,0,1533.83,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
530.03,0.85,327.55,1,242.88,1,44,0,772.91,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
750.92,1.69,650.1,2,60.39,1,44,0,871.6999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1723.71,2.16,830.86,1,263.41,1,44,0,1987.1200000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
576.66,0.46,176.33,3,208.04,1,44,0,1200.78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
406.36,0.58,222.67,2,312.83,1,44,0,1032.02,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
380.32,0.46,176.33,1,242.88,1,44,0,623.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
873.07,1.84,709.37,2,313.02,1,44,0,1499.1100000000001,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
879.87,0.85,327.55,1,139.1,1,44,0,1018.97,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
549.96,0.46,176.33,1,242.88,1,44,0,792.84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
906.59,1.02,392.76,4,208.04,1,44,0,1738.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1174.97,2.1,808.85,1,313.02,1,44,0,1487.99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1286.63,1.43,550.69,4,247.62,1,44,0,2277.11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1041.65,0.86,331.89,1,165.99,1,44,0,1207.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1007.72,1.55,597.61,2,165.99,1,44,0,1339.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
611.4,0.46,176.33,2,208.04,1,44,0,1027.48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1666.23,1.46,562.14,4,313.02,1,44,0,2918.31,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
774.57,1.55,595.03,1,165.99,1,44,0,940.5600000000001,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1189.86,1.55,597.61,2,165.99,1,44,0,1521.84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1118.61,1.04,401.66,3,263.41,1,44,0,1908.84,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1186.15,1.02,392.76,3,208.04,1,44,0,1810.27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
446.73,1.02,392.76,4,139.1,1,44,0,1003.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
563.23,0.58,222.67,4,312.83,1,44,0,1814.55,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1714.75,2.16,830.86,2,263.41,1,44,0,2241.57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
744.11,0.58,222.67,1,312.83,1,44,0,1056.94,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1148.78,0.85,327.55,4,139.1,1,44,0,1705.1799999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
922.87,1.85,710.57,1,263.41,1,44,0,1186.28,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
861.9,0.86,331.89,2,165.99,1,44,0,1193.88,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1540.6,1.84,709.37,2,313.02,1,44,0,2166.64,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
884.4,1.84,709.37,2,313.02,1,44,0,1510.44,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
846.03,0.86,331.89,3,165.99,1,44,0,1344.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
367.22,0.44,168.22,1,60.39,1,44,0,427.61,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1314.05,1.55,595.03,3,165.99,1,44,0,1812.02,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
446.73,1.02,392.76,1,139.1,1,44,0,585.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
806.91,0.58,222.67,1,312.83,1,44,0,1119.74,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
756.3,1.02,392.76,3,139.1,1,44,0,1173.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1499.93,2.1,808.85,4,313.02,1,44,0,2752.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
546.04,0.65,250.68,2,60.39,1,44,0,666.8199999999999,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
756.3,1.02,392.76,1,139.1,1,44,0,895.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
611.4,0.46,176.33,4,208.04,1,44,0,1443.56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
535.95,0.46,176.33,1,242.88,1,44,0,778.83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
752.27,1.02,392.76,3,139.1,1,44,0,1169.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1684.05,2.16,830.86,1,263.41,1,44,0,1947.46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
598.61,0.46,176.33,2,242.88,0,35,0,1084.37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
879.87,0.85,327.55,4,139.1,0,35,0,1436.27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
829.91,1.26,486.52,4,312.83,0,35,0,2081.23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
438.74,0.44,168.22,2,60.39,0,54,0,559.52,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1554.92,1.84,709.37,2,313.02,0,54,0,2180.96,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1306.8,1.04,401.66,3,263.41,0,54,0,2097.0299999999997,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1427.22,1.04,401.66,3,263.41,0,54,0,2217.45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
393.84,0.67,257.81,1,247.62,0,54,0,641.46,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1286.63,1.43,550.69,3,247.62,0,54,0,2029.4900000000002,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1021.53,1.69,650.1,1,60.39,0,54,0,1081.92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1145.72,1.26,486.52,2,312.83,0,54,0,1771.38,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1159.84,1.02,392.76,3,208.04,0,54,0,1783.96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
588.14,1.02,392.76,3,139.1,0,54,0,1005.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1020.42,0.85,327.55,2,139.1,0,54,0,1298.62,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
701.29,0.85,327.55,1,242.88,0,54,0,944.17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1400.35,1.04,401.66,2,263.41,0,54,0,1927.17,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1666.23,1.46,562.14,4,313.02,0,54,0,2918.31,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1314.05,1.55,595.03,4,165.99,0,54,0,1978.01,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
756.3,1.02,392.76,4,139.1,2,33,0,1312.6999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
406.36,0.58,222.67,3,312.83,2,33,0,1344.85,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1723.71,2.16,830.86,3,263.41,2,33,0,2513.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1116.83,1.69,650.1,4,60.39,2,33,0,1358.3899999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
447.53,0.44,168.22,1,60.39,2,33,0,507.91999999999996,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
875.41,1.44,555.74,2,312.83,2,33,0,1501.07,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1190.94,1.55,597.61,3,165.99,2,33,0,1688.91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
602.12,0.67,257.81,2,247.62,2,33,0,1097.3600000000001,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
301.61,0.46,176.33,4,208.04,2,33,0,1133.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
869.13,2.1,808.85,4,313.02,2,33,0,2121.21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
488.57,0.85,327.55,1,242.88,2,33,0,731.45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
367.22,0.44,168.22,2,60.39,2,33,0,488.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
957.68,1.11,425.98,3,247.62,2,33,0,1700.54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1195.26,1.26,486.52,1,312.83,2,33,0,1508.09,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
429.77,0.58,222.67,2,312.83,2,33,0,1055.4299999999998,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
447.53,0.44,168.22,1,60.39,2,33,0,507.91999999999996,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
727.31,0.67,257.81,1,247.62,2,33,0,974.93,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1092.94,0.86,331.89,3,165.99,2,33,0,1590.91,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1370.17,1.46,562.14,4,313.02,2,33,0,2622.25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
852.18,2.1,808.85,4,313.02,2,33,0,2104.2599999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
472.72,1.11,425.98,1,247.62,2,33,0,720.34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
953.32,0.65,250.68,3,60.39,2,33,0,1134.49,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
583.17,0.85,327.55,2,139.1,2,33,0,861.3699999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1189.86,1.55,597.61,2,165.99,2,33,0,1521.84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1499.93,2.1,808.85,2,313.02,2,33,0,2125.9700000000003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
930.12,1.55,597.61,3,165.99,2,33,0,1428.0900000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
748.52,0.65,250.68,2,60.39,2,33,0,869.3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
744.11,0.58,222.67,1,312.83,2,33,0,1056.94,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
742.94,0.67,257.81,1,247.62,2,33,0,990.5600000000001,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1189.86,1.55,597.61,4,165.99,2,33,0,1853.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
611.59,0.46,176.33,1,208.04,2,33,0,819.63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
742.94,0.67,257.81,1,247.62,2,33,0,990.5600000000001,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1189.86,1.55,597.61,1,165.99,2,45,0,1355.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1165.99,1.84,709.37,1,313.02,2,45,0,1479.01,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
744.11,0.58,222.67,4,312.83,2,45,0,1995.4299999999998,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1174.97,2.1,808.85,3,313.02,2,45,0,2114.0299999999997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
852.18,2.1,808.85,1,313.02,2,45,0,1165.1999999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1212.58,1.84,709.37,2,313.02,2,45,0,1838.62,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
947.95,1.46,562.14,4,313.02,2,45,0,2200.0299999999997,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
335.16,0.44,168.22,3,60.39,2,45,0,516.33,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
